"temperature_C","rr_cumulative","rr_low_95","rr_high_95"
18.1,1.02997224305824,0.99482747176356,1.06635859139459
18.2,1.02912799611283,0.994298662680449,1.06517736786255
18.3,1.02829354191407,0.993785947121449,1.06399935660689
18.4,1.02746896235716,0.993289559764882,1.06282448881995
18.5,1.02665433928312,0.992809735762975,1.06165269577946
18.6,1.02584975448783,0.99234671074949,1.06048390888294
18.7,1.02505528973117,0.991900720849098,1.0593180596808
18.8,1.02427102674617,0.991472002688394,1.05815507990838
18.9,1.02349704724833,0.991060793408513,1.05699490151685
19,1.02273343294491,0.990667330679223,1.05583745670318
19.1,1.02198026554439,0.990291852714428,1.05468267793916
19.2,1.02123762676594,0.989934598288956,1.05353049799974
19.3,1.020505598349,0.989595806756526,1.05238084999069
19.4,1.01978426206292,0.989275718068749,1.05123366737578
19.5,1.01907369971669,0.988974572795021,1.05008888400361
19.6,1.01837399316876,0.988692612143132,1.04894643413431
19.7,1.01768522433687,0.988430077980392,1.04780625246628
19.8,1.0170074752081,0.988187212855051,1.04666827416321
19.9,1.01634082784882,0.987964260017739,1.04553243488168
20,1.01568536441487,0.987761463442626,1.04439867079963
20.1,1.01504116716176,0.98757906784793,1.04326691864612
20.2,1.01440831845494,0.987417318715332,1.04213711573276
20.3,1.01378690078016,0.987276462307782,1.04100919998742
20.4,1.01317699675396,0.98715674568507,1.03988310999079
20.5,1.0125786891342,0.987058416716388,1.0387587850166
20.6,1.01199206083064,0.98698172408895,1.0376361650765
20.7,1.01141719491572,0.986926917311529,1.0365151909706
20.8,1.0108541746353,0.986894246711478,1.03539580434534
20.9,1.01030308341959,0.98688396342344,1.03427794776028
21,1.00976400489407,0.986896319367532,1.03316156476615
21.1,1.00923702289063,0.986931567214129,1.03204659999709
21.2,1.00872222145866,0.986989960331634,1.03093299928056
21.3,1.00821968487633,0.987071752712531,1.02982070976979
21.4,1.00772949766194,0.987177198871642,1.02870968010479
21.5,1.00725174458533,0.987306553708579,1.02759986060992
21.6,1.00678651067944,0.987460072323797,1.02649120353873
21.7,1.00633388125193,0.987638009774052,1.02538366338012
21.8,1.00589394189687,0.987840620748031,1.02427719724528
21.9,1.00546677850666,0.988068159135805,1.02317176536158
22,1.00505247728383,0.98832087745548,1.02206733171016
22.1,1.0046511247532,0.988599026085464,1.02096386485881
22.2,1.00426280777391,0.98890285222857,1.0198613390639
22.3,1.00388761355171,0.989232598500558,1.01875973574881
22.4,1.00352562965127,0.989588500983985,1.01765904551804
22.5,1.00317694400869,0.989970786506567,1.01655927094767
22.6,1.00284165614239,0.990379654487139,1.01546046784978
22.7,1.00252023579704,0.990814818539924,1.01436394003837
22.8,1.00221359824355,0.991275428961032,1.01327246409914
22.9,1.00192268476389,0.991760622950375,1.01218887200639
23,1.00164843624216,0.992269565648697,1.01111595534068
23.1,1.00139179331772,0.992801457384191,1.01005645818268
23.2,1.00115369654733,0.99335554135796,1.00901306972143
23.3,1.00093508657616,0.993931111879088,1.00798841646594
23.4,1.00073690431771,0.99452752326286,1.00698505394575
23.5,1.00056009114269,0.995144199509087,1.00600545778324
